owner,tickLower,tickUpper,Margin,Pending Settlement Cashflow,seized margin,surplus margin,Balance pre Protocol contribution,Protocol contribution,takeHome
0xb5f7220949635edcb7a0c149df197a748e3d2983,-69060,0,0.002012,0.006389,0,0.002012,9.22E-05,0.008308825314,0.008401
0xb71f358fa3c2c722cd253599560b1d1b77e4bca2,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0xb71f358fa3c2c722cd253599560b1d1b77e4bca2,-69060,0,161.55358,-160.772458,160.772458,0.781122,0.03578512669,0.7453368733,0.781122
0xb9b98205f564666f7b432b942642e45d23acd5d4,-69060,0,27.067062,-3605.35017,27.067062,0,0,0,0
0xbad033cdbd98787e5b4b5372ce9d8a64259574b8,-43320,-5280,11.712127,-57.462553,11.712127,0,0,0,0
0xbb5bc88fd6e29796c161f82f006da16f0930596b,-69060,0,0,0,0,0,0,0,0
0xc1e1d684767e7fab411ce20daa6684f878cd5af5,-69060,0,1026.000792,458.400056,0,1026.000792,47.00362853,1437.397219,1484.400848
0xc1e84835e43d72d2de3c0f0026e264e5714e0443,-16080,-6960,935.811539,-7863.37426,935.811539,0,0,0,0
0xc1e84835e43d72d2de3c0f0026e264e5714e0443,-69060,0,0,0,0,0,0,0,0
0xc22e2e7f7714bb08ced43e0a41b2db13f45e715b,-10980,-6960,9,0,0,9,0.4123122127,8.587687787,9
0xc22e2e7f7714bb08ced43e0a41b2db13f45e715b,-69060,0,1.526987,-1.050981,1.050981,0.476006,0.02180700968,0.4541989903,0.476006
0xc429fc4904f8cbeede8b115ffc4137b7ed4b71ca,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0xc429fc4904f8cbeede8b115ffc4137b7ed4b71ca,-69060,0,0.100383,-0.095228,0.095228,0.005155,0.0002361632729,0.004918836727,0.005155
0xc726a77353dbc81fc506d71fa6752b8a44b4736d,5100,23040,1004.9436,0,0,1004.9436,46.03894659,958.9046534,1004.9436
0xc726a77353dbc81fc506d71fa6752b8a44b4736d,-69060,0,5012.500776,204.31747,0,5012.500776,229.6350318,4987.183214,5216.818246
0xc875a15956b4a47c8e85791d9891577eec762bc2,-17400,-5280,1015.375259,-19.405824,19.405824,995.969435,45.62781795,950.3416171,995.969435
0xc96b54890f172986f8edc7aec6e8c09a53760526,-69060,0,507,-0.002402,0.002402,506.997598,23.22681127,483.7707867,506.997598
0xcbf248983d465da9cf6353dfe09fb34c90fff7ff,-10980,-6960,9,0,0,9,0.4123122127,8.587687787,9
0xcbf248983d465da9cf6353dfe09fb34c90fff7ff,-69060,0,1.561615,-1.494565,1.494565,0.06705,0.003071725985,0.06397827402,0.06705
0xcedc14bd289cddcbd02abdaef451e509e0b25547,-69060,0,4780.728906,-26918.52799,4780.728906,0,0,0,0
0xd00612c9718324bdfb443e84660940dffbc8e665,-42480,5100,0,0,0,0,0,0,0
0xd1c805676244085838262806ffb92b21421e5b8d,-13860,-10980,0.00001,0,0,0.00001,4.58E-07,9.54E-06,0.00001
0xd27412131896b2defe03f66f4afce1e6d728d970,-13860,-10980,927.135128,-4485.660891,927.135128,0,0,0,0
0xd299f46b223ba3047fec3ba1d6d19f96d4f52127,-13860,-10980,17,0,0,17,0.7788119573,16.22118804,17
0xd299f46b223ba3047fec3ba1d6d19f96d4f52127,-69060,0,0.747671,0.57222,0,0.747671,0.03425265382,1.285638346,1.319891
0xd6088ff5d5581325b5c7edb77fabc1b61738669f,-12540,-10980,0.101077,-0.01996,0.01996,0.081117,0.003716169973,0.07740083003,0.081117
0xd6088ff5d5581325b5c7edb77fabc1b61738669f,-69060,0,789.308483,51805.04951,0,789.308483,36.16016968,753.1483133,789.308483
0xd8abbb00661c9db59f22eeda7950d4cbb3eedb57,5100,12060,1001.5441,0,0,1001.5441,45.88320711,955.6608929,1001.5441
0xd8abbb00661c9db59f22eeda7950d4cbb3eedb57,-69060,0,544,-0.001201,0.001201,543.998799,24.92192761,519.0768714,543.998799
0xd8b00122b6cc0d44fb3198fb675635272d516b7f,16080,23040,1014.2927,0,0,1014.2927,46.46725194,967.8254481,1014.2927
0xd8b00122b6cc0d44fb3198fb675635272d516b7f,-69060,0,502,0.000801,0,502,22.99785897,479.002942,502.000801
0xd925cbbc53f8d70a05eba2f7abf4eb35d95f5180,-13860,-9180,16.353648,-81.039898,16.353648,0,0,0,0
0xd925cbbc53f8d70a05eba2f7abf4eb35d95f5180,-69060,0,0.554525,-0.00129,0.00129,0.553235,0.02534506078,0.5278899392,0.553235
0xd9fa80eed8634e57a8fa4b781fcbb3faeda39849,-11700,-11640,473.966583,-848.503806,473.966583,0,0,0,0
0xd9fa80eed8634e57a8fa4b781fcbb3faeda39849,-69060,0,8.537804,171.60887,0,8.537804,0.3911378732,179.7555361,180.146674
0xda830d2d83a57cea255bcfd0cf89c3e94abde0fd,-18720,-9180,3.5281,0,0,3.5281,0.1616309686,3.366469031,3.5281
0xdb091ef1f66db55787d02bb78c8e88293ea36651,-12720,-12660,1011.265412,-15500.22343,1011.265412,0,0,0,0
0xdb091ef1f66db55787d02bb78c8e88293ea36651,-20160,-19200,0.002685,-0.093517,0.002685,0,0,0,0
0xdb091ef1f66db55787d02bb78c8e88293ea36651,-69060,0,3.098547,-3.09482,3.09482,0.003727,0.0001707430685,0.003556256931,0.003727
0xddf9db63f6f145df73e16f6be12e8d7913cf69c8,-12780,-10620,14,0,0,14,0.6413745531,13.35862545,14
0xddf9db63f6f145df73e16f6be12e8d7913cf69c8,-69060,0,0.628983,1.629061,0,0.628983,0.02881526361,2.229228736,2.258044
0xe3e5c5e3dce459f80abafbfdcb3d0788ad5b767c,-69060,0,0.150576,-0.141371,0.141371,0.009205,0.0004217037686,0.008783296231,0.009205
0xe451dc0948f33b1261c585f0db84cca9ab69f3a4,-24000,0,1005.287066,-10.16973,10.16973,995.117336,45.58878119,949.5285548,995.117336
0xe451dc0948f33b1261c585f0db84cca9ab69f3a4,-69060,0,505.000023,2.001602,0,505.000023,23.13529743,483.8663276,507.001625
0xe8945823d13dfcfb5577ffa006bf78682dd8fc2a,-69060,0,7.762832,-7.758633,7.758633,0.004199,0.0001923665535,0.004006633447,0.004199
0xe9e20bd38bfc5df4bdb1846e16c36e23afd0c347,-17940,-11640,1053.953283,-561.566021,561.566021,492.387262,22.55747572,469.8297863,492.387262
0xe9e20bd38bfc5df4bdb1846e16c36e23afd0c347,-69060,0,5580.004254,468.472755,0,5580.004254,255.6337668,5792.843242,6048.477009
0xeb354926f7028cdebc6ff6c446761cd20b472d2e,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0xeb354926f7028cdebc6ff6c446761cd20b472d2e,-69060,0,0.003126,0.004272,0,0.003126,0.0001432097752,0.007254790225,0.007398
0xeb3e92bd8eaaa129467ad600126e0f84c72f8ce7,-23040,23040,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0xeb66615e88a3585fddca52df4a18cabbd3003835,-12780,-11640,150.005998,-0.00015,0.00015,150.005848,6.872138123,143.1337099,150.005848
0xebe01d1898b97644cacc9cf7913291515a5ae968,-69060,0,0.002179,-0.001449,0.001449,0.00073,3.34E-05,0.0006965568983,0.00073
0xecd02810db92ff027ea1b0850d46bda963676d74,-13080,-11640,65.200804,-41.926941,41.926941,23.273863,1.066233106,22.20762989,23.273863
0xecd02810db92ff027ea1b0850d46bda963676d74,-69060,0,0,0,0,0,0,0,0
0xed33841f128347c1106c5c215e89532b02e160d5,-6960,0,1.14,0,0,1.14,0.05222621361,1.087773786,1.14
0xee119ab8ca22f2b9b3e7f508739f3ae68c838a94,-10980,-6960,7.386566,0,0,7.386566,0.3383968191,7.048169181,7.386566
0xeecf1183fb1491103ffeac169b7d56daa8a07098,-13860,-9180,0.412397,-0.330837,0.330837,0.08156,0.003736464896,0.0778235351,0.08156
0xeecf1183fb1491103ffeac169b7d56daa8a07098,-69060,0,585.267413,103651.4964,0,585.267413,26.81254467,558.4548683,585.267413
0xef25f5126b1fb9bb7ee287ac9f5b2d93bbe9fa88,-11640,-10980,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0xef25f5126b1fb9bb7ee287ac9f5b2d93bbe9fa88,-69060,0,1.374164,4.16271,0,1.374164,0.06295384438,5.473920156,5.536874
0xef35af2a34900847cbc99fcedec8c224b85452da,-69060,0,0,0,0,0,0,0,0
0xefbc53e0afdc9f649bc1ab692461df57e70a560f,-69060,0,0.932926,-0.000004,0.000004,0.932922,0.04273945934,0.8901825407,0.932922
0xefcbfd73d67f92b37713e7eb9284e813b8f0e49a,-13860,-10980,1.876362,-1.416536,1.416536,0.459826,0.02106576395,0.4387602361,0.459826
0xefcbfd73d67f92b37713e7eb9284e813b8f0e49a,-69060,0,2.700005,2.71581,0,2.700005,0.1236938929,5.292121107,5.415815
0xf092f913b2cf86a96d62a36be56c64ba85005e2a,-23040,-6960,7.756741,-51.093597,7.756741,0,0,0,0
0xf092f913b2cf86a96d62a36be56c64ba85005e2a,-69060,0,5110.001598,-238.03457,238.03457,4871.967028,223.1968339,4648.770194,4871.967028
0xf103750c4c6a2d6204c7f54a781c5b400d339f8d,-69060,0,1290.34313,-590.235388,590.235388,700.107742,32.07366358,668.0340784,700.107742
0xf166e7480b50c743bbcf3658b44d338313f3105b,-16080,9180,0.100018,-0.000079,0.000079,0.099939,0.004578452247,0.09536054775,0.099939
0xf166e7480b50c743bbcf3658b44d338313f3105b,-23040,6960,2.036975,-0.461212,0.461212,1.575763,0.07218959213,1.503573408,1.575763
0xf166e7480b50c743bbcf3658b44d338313f3105b,-69060,0,35.058324,-29.217991,29.217991,5.840333,0.2675600691,5.572772931,5.840333
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-12540,-10620,901.864814,-901.864813,901.864813,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-13080,-11340,3.324219,-3.324218,3.324218,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-13140,-11340,5593.173313,-5593.173312,5593.173312,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-13680,-12060,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-13740,-12120,213.154647,-213.154646,213.154646,1.00E-06,4.58E-08,9.54E-07,1.00E-06
0xf282c3bbc14e9726d545220d7fcce9010ce7fd1b,-14280,-12720,0,0,0,0,0,0,0
0xf31b066cb8362cbf8e70062cdb9a6bfd32fecece,-13080,-11940,161.699724,-1444.428573,161.699724,0,0,0,0
0xf31b066cb8362cbf8e70062cdb9a6bfd32fecece,-69060,0,1000.001522,-400.367162,400.367162,599.63436,27.47072997,572.16363,599.63436
0xf3d015243a2ced260399daa6fb17ee439c2bfb94,-10980,-6960,1010,0,0,1010,46.27059276,963.7294072,1010
0xf3d015243a2ced260399daa6fb17ee439c2bfb94,-69060,0,0.007696,0.008693,0,0.007696,0.0003525727543,0.01603642725,0.016389
0xf7ab8434c06fce3029278d629c2c990c633b1d99,-23040,23040,0.000001,0,0,0.000001,4.58E-08,9.54E-07,0.000001
0xf88e253ed38452346ae5bf2d9363d6e15ca17a46,-69060,0,0.100056,-0.000073,0.000073,0.099983,0.004580467996,0.095402532,0.099983
0xf9be154c91bbfc898b1e683aca683973d7c525ef,5100,12060,1001.8796,0,0,1001.8796,45.89857719,955.9810228,1001.8796
0xf9be154c91bbfc898b1e683aca683973d7c525ef,-69060,0,5015.000582,204.296602,0,5015.000582,229.7495541,4989.54763,5219.297184
0xfbf5891e54cd745b52fb33893fb74fd90accf745,-69060,0,0,0,0,0,0,0,0
0xfeea4cd7a96dcffbdc6d2e6c814eb4544ab62667,-69060,0,1000.002093,198.01866,0,1000.002093,45.81256396,1152.208189,1198.020753
0xff5eff0014d27ce509af4953bc4bcc365c8cf925,-23040,0,0.0938,0,0,0.0938,0.004297209506,0.08950279049,0.0938
0xff5eff0014d27ce509af4953bc4bcc365c8cf925,-69060,0,0.010613,0.000107,0,0.010613,0.0004862077237,0.01023379228,0.01072
0xffc4583bc9204057b5b2e94b7922fab07e0486fd,-69060,0,6.008371,469.448251,0,6.008371,0.2752583046,475.1813637,475.456622
