owner,tickLower,tickUpper,netMarginDeposited pre Rewards,netMarginDeposited,realizedPnL,seized for rPnL,balance after rPnL,unrealizedPnL,seized uPnL,final rpnl settlement,upnl settlement,takeHome
0xa8f6e748fc7ecf2c41af611255086d0ba7d2b377,-11940,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x7d0a34a771996d23dd3511993043b2ace9640f02,-12420,-12360,0.908523,0.908523,0,0,0.908523,0,0,0,0,0.908523
0xa8f6e748fc7ecf2c41af611255086d0ba7d2b377,-12540,-11340,0.05,0.05,0,0,0.05,0,0,0,0,0.05
0x7029ef9eb61608a36f6ae3dfb55695db5466101c,-12240,-10980,0.2,0.2,0,0,0.2,0,0,0,0,0.2
0x7029ef9eb61608a36f6ae3dfb55695db5466101c,-12000,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x7029ef9eb61608a36f6ae3dfb55695db5466101c,-12540,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x7029ef9eb61608a36f6ae3dfb55695db5466101c,-69060,0,0.517398,0.517398,0.0000169,0,0.5174046298,0,0,1.03E-05,0,0.5174149
0x7d0a34a771996d23dd3511993043b2ace9640f02,-13740,-12420,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x7d0a34a771996d23dd3511993043b2ace9640f02,-69060,0,0.865993,0.865993,0.0001473194162,0,0.8660507926,0,0,8.95E-05,0,0.8661403194
0x8c87e745f96bc3faf169bdf15e1edb4f612151df,-11640,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x114c834a4b0829fea5a0b9d9b4a9478644b12668,-12060,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x8c87e745f96bc3faf169bdf15e1edb4f612151df,-12540,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x114c834a4b0829fea5a0b9d9b4a9478644b12668,-12240,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x8c87e745f96bc3faf169bdf15e1edb4f612151df,-14340,-13860,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x114c834a4b0829fea5a0b9d9b4a9478644b12668,-12300,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x114c834a4b0829fea5a0b9d9b4a9478644b12668,-69060,0,0.517136,0.517136,0.0001438790384,0,0.517192443,0,0,8.74E-05,0,0.517279879
0x9eb6a0bc6957d8c055ffabbc73d6b467729efa35,-12780,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x9eb6a0bc6957d8c055ffabbc73d6b467729efa35,-12240,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x9eb6a0bc6957d8c055ffabbc73d6b467729efa35,-12000,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x9eb6a0bc6957d8c055ffabbc73d6b467729efa35,-69060,0,0.516844,0.516844,0.000000328,0,0.5168441287,0,0,1.99E-07,0,0.516844328
0xf729c0543cb551ba8b55b56abed0b3d26c727931,-69060,0,0.528564,0.528564,-0.00000198,0.00000198,0.52856202,0,0,0,0,0.52856202
0x486af3421eb429d68de6a234c72475891038d762,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x4f848055e3a07ed63c12ee1e0826f6278acb13a5,-12780,-12240,0.000138,0.000138,0,0,0.000138,0,0,0,0,0.000138
0x486af3421eb429d68de6a234c72475891038d762,-12000,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x99289362e062be897caf007fa504bed495bbc39e,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xf729c0543cb551ba8b55b56abed0b3d26c727931,-11340,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x486af3421eb429d68de6a234c72475891038d762,-12540,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x99289362e062be897caf007fa504bed495bbc39e,-12240,-10980,0.001,0.001,0,0,0.001,0,0,0,0,0.001
0xf729c0543cb551ba8b55b56abed0b3d26c727931,-11640,-10620,0.3,0.3,0,0,0.3,0,0,0,0,0.3
0xf729c0543cb551ba8b55b56abed0b3d26c727931,-12240,-11340,0.25,0.25,0,0,0.25,0,0,0,0,0.25
0x486af3421eb429d68de6a234c72475891038d762,-69060,0,0.516629,0.516629,0.000000682,0,0.5166292675,0,0,4.14E-07,0,0.516629682
0x09d673916c568cd517b95c2040d4675d16043ab6,-12240,-10620,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x09d673916c568cd517b95c2040d4675d16043ab6,-11760,-11280,0.2317,0.2317,0,0,0.2317,0,0,0,0,0.2317
0x09d673916c568cd517b95c2040d4675d16043ab6,-11460,-11340,0.1887,0.1887,0,0,0.1887,0,0,0,0,0.1887
0x09d673916c568cd517b95c2040d4675d16043ab6,-69060,0,0.451716,0.451716,0.00000000131,0,0.4517160005,0,0,7.96E-10,0,0.4517160013
0xc10aa59d7ae586a09f9dd5bf63ccbe26c1cf1b08,-12240,0,134.4052,134.4052,0,0,134.4052,0,0,0,0,134.4052
0x99289362e062be897caf007fa504bed495bbc39e,-12780,-10980,0.011,0.011,0,0,0.011,0,0,0,0,0.011
0xe489a51f34a8ea84d0a38d26d586ab160a20c452,-69060,0,0.451241,0.451241,-0.000000017,0.000000017,0.451240983,0,0,0,0,0.451240983
0x4f848055e3a07ed63c12ee1e0826f6278acb13a5,-13200,-11760,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0xe489a51f34a8ea84d0a38d26d586ab160a20c452,-12780,-10980,0.02,0.02,0,0,0.02,0,0,0,0,0.02
0xb7795b89e8934547fb34aae9b4ef7fdcd50252a8,-16080,-10980,0.01657,0.01657,0,0,0.01657,0,0,0,0,0.01657
0xe489a51f34a8ea84d0a38d26d586ab160a20c452,-12660,-11460,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0xe489a51f34a8ea84d0a38d26d586ab160a20c452,-12540,-11640,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x4f848055e3a07ed63c12ee1e0826f6278acb13a5,-69060,0,19.741013,19.741013,0.0006384888028,0,19.74126348,0,0,0.0003880131486,0,19.74165149
0x33c73ac537a047c4a5bf0e0144b84e3cd98e809c,-12000,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x33c73ac537a047c4a5bf0e0144b84e3cd98e809c,-12300,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x33c73ac537a047c4a5bf0e0144b84e3cd98e809c,-12120,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xb7795b89e8934547fb34aae9b4ef7fdcd50252a8,-69060,0,0.27026,0.27026,0.0000156,0,0.2702661198,0,0,9.48E-06,0,0.2702756
0x83057c81e7bf7aff366ba4414c229b19041fbaf9,-12540,-6960,0,0,0,0,0,0,0,0,0,0
0x33c73ac537a047c4a5bf0e0144b84e3cd98e809c,-69060,0,0.516134,0.516134,0.0000464,0,0.5161522025,0,0,2.82E-05,0,0.5161804
0x83057c81e7bf7aff366ba4414c229b19041fbaf9,-10980,0,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x8fdc305a9ad8b1502cd9d53110e546a229249ce1,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x8fdc305a9ad8b1502cd9d53110e546a229249ce1,-12000,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x4a79d75649f98c283b0ff0a72acf64a4f515064f,-69060,0,0.175468,0.175468,-0.0000000831,0.0000000831,0.1754679169,0,0,0,0,0.1754679169
0x8fdc305a9ad8b1502cd9d53110e546a229249ce1,-12300,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x83057c81e7bf7aff366ba4414c229b19041fbaf9,-6960,0,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x8fdc305a9ad8b1502cd9d53110e546a229249ce1,-69060,0,0.516822,0.516822,-0.000000182,0.000000182,0.516821818,0,0,0,0,0.516821818
0xa58843b38932a73d482e91b9b6b0bf3482d7bd67,-69060,0,0.43736,0.43736,0.00000227,0,0.4373608905,0,0,1.38E-06,0,0.43736227
0x643932f131aace28b0f3510bf2d32b3d0b91fad6,-12420,-12240,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x6def7dc12c603e55c6c6c46d90395bbcd2b494df,-16080,-10980,0.005875,0.005875,0,0,0.005875,0,0,0,0,0.005875
0x83057c81e7bf7aff366ba4414c229b19041fbaf9,-69060,0,0.347309,0.347309,-0.00000122,0.00000122,0.34730778,0,0,0,0,0.34730778
0x643932f131aace28b0f3510bf2d32b3d0b91fad6,-12420,-12360,0.000965,0.000965,0,0,0.000965,0,0,0,0,0.000965
0x4cf463b5beab31f894712dd3afff970acbf2ceee,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xa58843b38932a73d482e91b9b6b0bf3482d7bd67,-12540,-12240,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x4cf463b5beab31f894712dd3afff970acbf2ceee,-12600,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x0cb1b612f3733bd3cee845b194162f4cac03f723,-12780,-10980,1,1,0,0,1,0,0,0,0,1
0x4cf463b5beab31f894712dd3afff970acbf2ceee,-12060,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0xa58843b38932a73d482e91b9b6b0bf3482d7bd67,-12780,-11940,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xa58843b38932a73d482e91b9b6b0bf3482d7bd67,-13080,-11340,0.0351,0.0351,0,0,0.0351,0,0,0,0,0.0351
0xfa53c5ea99c72b841bc268322cbdf38268156d6e,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xfa53c5ea99c72b841bc268322cbdf38268156d6e,-12060,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x09a683de5040683d3ed110b99db2fbf3c69c753e,-13860,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xfa53c5ea99c72b841bc268322cbdf38268156d6e,-12360,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x09a683de5040683d3ed110b99db2fbf3c69c753e,-69060,0,0.347023,0.347023,-0.0000244,0.0000244,0.3469986,0,0,0,0,0.3469986
0x868054fdd5153de73aae98109aa1166a68fbfd86,-13860,-10980,0.019335,0.019335,0,0,0.019335,0,0,0,0,0.019335
0x278f1f4f279144e938008bf6256fa7ef31296b83,-13860,-10980,0.019335,0.019335,0,0,0.019335,0,0,0,0,0.019335
0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,-12060,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,-12360,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x69ba7215747bf88d027e5a4d82a1dcc77c4480f3,-12480,-10980,0.07,0.07,0,0,0.07,0,0,0,0,0.07
0x643932f131aace28b0f3510bf2d32b3d0b91fad6,-13860,-12420,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x94197f3702ae58a2bb808f47193ce29aea631c57,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x1aab5ad27515409cf96f8ee10c41e2fd8f0365dd,-69060,0,169.488532,169.488532,3735.944765,0,1635.079166,0,0,2270.354131,0,3905.433297
0x94197f3702ae58a2bb808f47193ce29aea631c57,-11940,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x94197f3702ae58a2bb808f47193ce29aea631c57,-12120,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x643932f131aace28b0f3510bf2d32b3d0b91fad6,-69060,0,0.767305,0.754219,-0.738657338,0.738657338,0.015561662,0,0,0,0,0.015561662
0x68c607a8d630ec035f607483dad8d54ae5051f57,-12000,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x163d1a5708e536605e7b7b4b3b46a95dbf517800,-69060,0,326.784269,326.784269,6537.431248,0,2891.382679,0,0,3972.832838,0,6864.215517
0x68c607a8d630ec035f607483dad8d54ae5051f57,-12300,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x41c5a74d1fb2240207027a78569af65969783fa1,-27060,-12480,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x9662c62c337eab83b9868f19b8bcdfa7f12c6808,-11640,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x41c5a74d1fb2240207027a78569af65969783fa1,-29940,-12780,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x41c5a74d1fb2240207027a78569af65969783fa1,-34020,-13860,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x9662c62c337eab83b9868f19b8bcdfa7f12c6808,-12060,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x8b934f7c1731091beabe2c2dc818cf5a3e1429e3,-12780,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xb9b98205f564666f7b432b942642e45d23acd5d4,-69060,0,1717.156983,1717.156983,13855.2222,0,7152.484634,0,0,8419.894549,0,15572.37918
0x331d28e8e53db631e3feb4de77da02ea449b4857,-12780,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xd027706d4ee6da0635962ed49fc13691f00b0505,-69060,0,103.903088,103.903088,2.085796788,0,104.7213346,0,0,1.267550152,0,105.9888848
0x79183df82d5646d0e3e6e1f836ac83e3deec481d,-12960,-12600,151.515152,151.515152,0.05385487475,0,151.536279,0,0,0.03272790286,0,151.5690069
0x5bd21d173ec7c00e6a123cee48729369ef417109,-69060,0,106.980908,106.980908,-1.920408456,1.920408456,105.0604995,0,0,0,0,105.0604995
0xfbf5891e54cd745b52fb33893fb74fd90accf745,-69060,0,59.934625,59.934625,1298.04677,0,569.151251,0,0,788.830144,0,1357.981395
0x9f65d2b75dd1169842e6aab9a65864b11441417a,-69060,0,104.958228,104.958228,-1.045229632,1.045229632,103.9129984,0,0,0,0,103.9129984
0x089845a576b49219d158b046e60d12edce6128cd,-11760,-10980,0.001,0.001,0,0,0.001,0,0,0,0,0.001
0x089845a576b49219d158b046e60d12edce6128cd,-12540,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0xabffa4665caa93be45debb260889307d381da9d0,-69060,0,0.147488,0.147488,0.02169846003,0,0.1560001868,0,0,0.01318627321,0,0.16918646
0x089845a576b49219d158b046e60d12edce6128cd,-12780,-11340,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x15c724ce799042d6f48a5f25673c89991bf796e6,-69060,0,85.748436,85.748436,780.1933449,0,391.8140046,0,0,474.1277763,0,865.9417809
0x9092164dcde75456862c7ac90c52120fa87094fb,-69060,0,22.870884,22.870884,604.5802703,0,260.044407,0,0,367.4067473,0,627.4511543
0x869ea8900056f1b99ade7582ff1cc0b0c9496321,-69060,0,0.097467,0.097467,0.000677009982,0,0.0977325873,0,0,0.0004114226805,0,0.09814400998
0xe4170e6f50365f78adf0493d2a455ccfdacb801d,-69060,0,0.09746,0.09746,0.00208522083,0,0.09827802069,0,0,0.001267200139,0,0.09954522083
0x05176e456d5378c61346f31daedf13639d4fd197,-69060,0,0.097446,0.097446,0.001501181636,0,0.09803490532,0,0,0.0009122763165,0,0.09894718164
0x5dd6fd6f17b550f45129e4e62bf4e7bd7e05f6d0,-69060,0,250.613424,250.613424,-43.21600343,43.21600343,207.3974206,0,0,0,0,207.3974206
0x555da6a5c851420c8f9c4c23537d8e2bb9bca674,-69060,0,10.828843,10.828843,271.2728279,0,117.247685,0,0,164.8539859,0,282.1016709
0xf92396b345fc1693824cd174718beec48119e353,-69060,0,406.560536,406.560536,-199.5030294,199.5030294,207.0575066,0,0,0,0,207.0575066
0x5c53e14f68e56102a28c8f506812fea6c5fc1fe1,-69060,0,0.005837,0.00558,-0.01336000609,0.00558,0,0,0,0,0,0
0x9e7ea1a3fcc8d0abcb0c37e55d7a449129202170,-69060,0,0.097415,0.097415,0.000662402468,0,0.09767485685,0,0,0.0004025456141,0,0.09807740247
0x276f129f182c9e0926d7bfae690373a893019adf,-11940,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x276f129f182c9e0926d7bfae690373a893019adf,-13080,-10980,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xcf87e36ba1fec4170823d099411eebad02658082,-12540,-10980,0.000006,0.000006,0,0,0.000006,0,0,0,0,0.000006
0x7f7a246d37efedfb6976b25964a547aa1b73b998,-12540,-10980,0.000003,0.000003,0,0,0.000003,0,0,0,0,0.000003
0x7f7a246d37efedfb6976b25964a547aa1b73b998,-12240,-10980,0.000002,0.000002,0,0,0.000002,0,0,0,0,0.000002
0x055790737e8d8213072d54648088c157afd695dc,-16080,9180,0.4,0.4,0,0,0.4,0,0,0,0,0.4
0x7f7a246d37efedfb6976b25964a547aa1b73b998,-13380,-10980,0.000005,0.000005,0,0,0.000005,0,0,0,0,0.000005
0xcf87e36ba1fec4170823d099411eebad02658082,-69060,0,0.618886,0.618886,0.003995935294,0,0.6204535835,0,0,0.002428351802,0,0.6228819353
0x85da80cc8b9e7fe2a10b05e991e1076fc32ae342,-12540,-10980,0.000002,0.000002,0,0,0.000002,0,0,0,0,0.000002
0x36ac11720d371d123f686056fd621eae0e227ad0,-69060,0,342.493659,342.493659,3335.192048,0,1650.871201,0,0,2026.814506,0,3677.685707
0x7f7a246d37efedfb6976b25964a547aa1b73b998,-69060,0,0.412169,0.412169,0.8011326544,0,0.7264489448,0,0,0.4868527096,0,1.213301654
0xbea5b7a623217f0d5244cabed66bbff65e55e8b6,-69060,0,171.219175,171.219175,499.9666854,0,367.3533626,0,0,303.8324978,0,671.1858604
0x85da80cc8b9e7fe2a10b05e991e1076fc32ae342,-12840,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x83e64601aa11e124c97e326e0aad60e950093cbf,-12540,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x83e64601aa11e124c97e326e0aad60e950093cbf,-14100,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x83e64601aa11e124c97e326e0aad60e950093cbf,-14820,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x85da80cc8b9e7fe2a10b05e991e1076fc32ae342,-69060,0,0.411797,0.411797,3.474871335,0,1.77496996,0,0,2.111698375,0,3.886668335
0x7cfd371b63927bb44bb3cea7b03d53f032853d55,-69060,0,2411.185049,2411.185049,4676.698336,0,4245.828147,0,0,2842.055238,0,7087.883385
0x667eeb11e3adfc2f3a8e30c2787f74a2760eccfe,-69060,-69000,2500,2500,0,0,2500,0,0,0,0,2500
0xd6c5688135c8c12ba8146101d539e3944719ebc6,-12540,-10980,0.000003,0.000003,0,0,0.000003,0,0,0,0,0.000003
0x83e64601aa11e124c97e326e0aad60e950093cbf,-69060,0,0.411598,0.411598,3.738967138,0,1.878374294,0,0,2.272190844,0,4.150565138
0xd6c5688135c8c12ba8146101d539e3944719ebc6,-13860,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xd6c5688135c8c12ba8146101d539e3944719ebc6,-13620,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xcd313678523327652fdd286d540503a7462cc8f7,-69060,0,85.135843,85.135843,336.7303467,0,217.2333105,0,0,204.6328792,0,421.8661897
0x40d37487becdbae19220dcb0ef9a6602f7dc427f,-12540,-10980,0.000003,0.000003,0,0,0.000003,0,0,0,0,0.000003
0x9602540cd4aa5565322b9fe6ff9690a6e9589720,-12540,-10980,0.000002,0.000002,0,0,0.000002,0,0,0,0,0.000002
0x40d37487becdbae19220dcb0ef9a6602f7dc427f,-13380,-10980,0.000002,0.000002,0,0,0.000002,0,0,0,0,0.000002
0x9602540cd4aa5565322b9fe6ff9690a6e9589720,-13080,-10980,0.000003,0.000003,0,0,0.000003,0,0,0,0,0.000003
0x40d37487becdbae19220dcb0ef9a6602f7dc427f,-13860,-10980,0.000003,0.000003,0,0,0.000003,0,0,0,0,0.000003
0x9602540cd4aa5565322b9fe6ff9690a6e9589720,-13860,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xd6c5688135c8c12ba8146101d539e3944719ebc6,-69060,0,0.685998,0.685998,-0.06859420749,0.06859420749,0.6174037925,0,0,0,0,0.6174037925
0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6,-28920,-24840,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x37193e19564b385d3b4c61dd94a66298d1baf9dc,-69060,0,115.141636,115.141636,-104.7715277,104.7715277,10.3701083,0,0,0,0,10.3701083
0x8ae4ec589c92cf6988b0c4fb44537aa9e44c3509,-12780,-12240,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x40d37487becdbae19220dcb0ef9a6602f7dc427f,-69060,0,1.222029,1.222029,-0.7574976421,0.7574976421,0.4645313579,0,0,0,0,0.4645313579
0x8ae4ec589c92cf6988b0c4fb44537aa9e44c3509,-12780,-12120,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x9602540cd4aa5565322b9fe6ff9690a6e9589720,-69060,0,0.807013,0.807013,-0.3812696858,0.3812696858,0.4257433142,0,0,0,0,0.4257433142
0x8ae4ec589c92cf6988b0c4fb44537aa9e44c3509,-12780,-12060,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x95e4d54c8eff8d022f926f48643324329ceec6ba,-69060,0,1.058707,1.058707,0.121600188,0,1.106410087,0,0,0.07389710142,0,1.180307188
0x76e347ae7438c2c40ee32723592770fd1547d38c,-11640,-10980,0.0071,0.0071,0,0,0.0071,0,0,0,0,0.0071
0x76e347ae7438c2c40ee32723592770fd1547d38c,-12780,-12240,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x53cee0ee63ae98cf56c92a4cb4540c9654c8e934,-69060,0,18.537106,18.537106,5.779905982,0,20.8045314,0,0,3.512480577,0,24.31701198
0x76e347ae7438c2c40ee32723592770fd1547d38c,-12840,-11940,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x53cee0ee63ae98cf56c92a4cb4540c9654c8e934,-28320,-23040,0.283089,0.283089,0,0,0.283089,0,0,0,0,0.283089
0x53cee0ee63ae98cf56c92a4cb4540c9654c8e934,-24840,-23040,0.1224,0.1224,0,0,0.1224,0,0,0,0,0.1224
0x139b7a2dbdd667ba3b3f937079899ec75deb94f2,-69060,0,0.453661,0.453661,-0.01697300058,0.01697300058,0.4366879994,0,0,0,0,0.4366879994
0x139b7a2dbdd667ba3b3f937079899ec75deb94f2,-12780,-10980,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x139b7a2dbdd667ba3b3f937079899ec75deb94f2,-12540,-11340,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x139b7a2dbdd667ba3b3f937079899ec75deb94f2,-12240,-11640,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x95e4d54c8eff8d022f926f48643324329ceec6ba,-26400,-20160,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xaabb322c032675d042e4d839d479109d165c5de4,-12780,-11640,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0xaabb322c032675d042e4d839d479109d165c5de4,-12180,-11340,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x3dcba7e9cb045968a62972f1fd92d06955ff25f1,-20820,-19440,0.03,0.03,0,0,0.03,0,0,0,0,0.03
0xf166e7480b50c743bbcf3658b44d338313f3105b,-16080,0,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xf166e7480b50c743bbcf3658b44d338313f3105b,-16080,9180,0.3,0.3,0,0,0.3,0,0,0,0,0.3
0x3dcba7e9cb045968a62972f1fd92d06955ff25f1,-16080,-13860,0.2557,0.2557,0,0,0.2557,0,0,0,0,0.2557
0x10c6f8c6e73fee39d77208b3dd4b283b474e96de,-13860,-10980,1.14357,1.14357,0,0,1.14357,0,0,0,0,1.14357
0x3dcba7e9cb045968a62972f1fd92d06955ff25f1,-14100,-10980,0.1974,0.1974,0,0,0.1974,0,0,0,0,0.1974
0x70ddc59bc1e06da5912d75e8ec351d08ae7fe4c7,-11640,-10980,0.1268,0.1268,0,0,0.1268,0,0,0,0,0.1268
0x70ddc59bc1e06da5912d75e8ec351d08ae7fe4c7,-12540,-10980,0.00001,0.00001,0,0,0.00001,0,0,0,0,0.00001
0x70ddc59bc1e06da5912d75e8ec351d08ae7fe4c7,-12660,-10980,0.00001,0.00001,0,0,0.00001,0,0,0,0,0.00001
0x70ddc59bc1e06da5912d75e8ec351d08ae7fe4c7,-13080,-11340,0.0001,0.0001,0,0,0.0001,0,0,0,0,0.0001
0x996c8757c253fda2bfa2cd10daa0c1ed0eca5ff3,-13860,-10980,1.99039,1.99039,0,0,1.99039,0,0,0,0,1.99039
0xaabb322c032675d042e4d839d479109d165c5de4,-13080,-11640,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x8258412849c280e9d3dd8a5b3298eb51056a0735,-13860,-10980,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xaabb322c032675d042e4d839d479109d165c5de4,-69060,0,0.752868,0.752868,-0.00004,0.00004,0.752828,0,0,0,0,0.752828
0x163d1a5708e536605e7b7b4b3b46a95dbf517800,-45720,-41580,1,1,0,0,1,0,0,0,0,1
0x5b8e8c7845d0db0e647a3f8035127a019df264af,-13860,-10980,0.70148,0.70148,0,0,0.70148,0,0,0,0,0.70148
0x746af78c20960e50442a7d5a8f98e86ce7f28bbd,-15060,-12360,187.9,187.9,0,0,187.9,0,0,0,0,187.9
0x3a131bfe47775ef1ed2512f8e9401d29d93227b3,-16080,0,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0xb256a9e7db12b248d4940903338aea70fa6e9410,-13860,-10980,0.14498,0.14498,0,0,0.14498,0,0,0,0,0.14498
0x3a131bfe47775ef1ed2512f8e9401d29d93227b3,-23040,6960,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x8258412849c280e9d3dd8a5b3298eb51056a0735,-34320,-34020,0.000001,0.000001,0,0,0.000001,0,0,0,0,0.000001
0x3a131bfe47775ef1ed2512f8e9401d29d93227b3,-16080,9180,0.3,0.3,0,0,0.3,0,0,0,0,0.3
0x7deecbf3754a170825b68ff5d32c8b4495aae6ad,-13860,-10980,0.50666,0.50666,0,0,0.50666,0,0,0,0,0.50666
0x8258412849c280e9d3dd8a5b3298eb51056a0735,-69060,0,0.272717,0.272717,0.2680159068,0,0.3778581697,0,0,0.1628747371,0,0.5407329068
0x8901083bb577b335a5f6fddde705c00efe8c33d9,-69060,0,191.743163,191.743163,-2.059489123,2.059489123,189.6836739,0,0,0,0,189.6836739
0xfedc7a0b39f949fb3fa0fc2e172ae9ca95809177,-12720,-11640,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x55e05e75d1f78db464d94823ff2d2edd10c45673,-69060,0,17.926233,17.926233,0.2000181832,0,18.00469904,0,0,0.1215521473,0,18.12625118
0xfedc7a0b39f949fb3fa0fc2e172ae9ca95809177,-12900,-11700,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x55e05e75d1f78db464d94823ff2d2edd10c45673,-25200,-16860,0.002,0.002,0,0,0.002,0,0,0,0,0.002
0xfedc7a0b39f949fb3fa0fc2e172ae9ca95809177,-13080,-12060,0.1,0.1,0,0,0.1,0,0,0,0,0.1
0x041bfae6e6c49f1a19917827eb92cddb816cf1ba,-13860,-10980,0.83436,0.83436,0,0,0.83436,0,0,0,0,0.83436
0x0b620b22a96f75392349931d4e756a57efb913be,-15240,-13860,0.01,0.01,0,0,0.01,0,0,0,0,0.01
0x90d612fb10218cbb694ac525b7958bc1599e0c1c,-11940,-10980,0.004928,0.004928,0,0,0.004928,0,0,0,0,0.004928
